elapsed	rss_kb	fds	cpu_s	log_bytes
49481	347008	8	7434.91	92581888
49541	360192	8	7439.53	92581888
49601	347984	8	7445.30	93077504
49661	342640	8	7450.62	93077504
49721	341424	8	7458.30	93077504
49781	354832	8	7464.45	93077504
49841	362528	8	7468.86	93077504
49901	369584	8	7472.76	93077504
49961	370704	8	7476.91	93077504
50021	372016	8	7481.60	93077504
50082	356336	8	7485.20	93077504
50142	328336	8	7490.63	93077504
50202	325984	8	7495.93	93077504
50262	338752	8	7503.10	93077504
50322	338112	8	7507.19	93077504
50382	349584	8	7511.58	93077504
50442	356704	8	7517.65	93077504
50502	359936	8	7521.92	93077504
50562	329568	8	7527.28	93077504
50622	343376	8	7533.63	93077504
50682	336016	8	7539.52	93077504
50742	335232	8	7544.73	93077504
50802	350000	8	7549.83	93077504
50862	370480	8	7554.59	93077504
50922	378512	8	7560.12	93077504
50982	364192	8	7566.14	93077504
51042	376832	8	7573.43	93077504
51102	389632	8	7579.78	93077504
51162	404192	8	7587.58	93077504
51222	425648	8	7596.45	93077504
51282	446448	8	7604.36	93077504
51342	467296	8	7613.78	93077504
51403	405104	8	7622.88	93077504
51463	425152	8	7631.39	93077504
51523	426400	8	7640.75	93077504
51583	435648	8	7647.33	93077504
51643	393408	8	7654.14	93077504
51703	397264	8	7661.53	93077504
51763	395904	8	7669.91	93077504
51823	412752	8	7679.22	93077504
51883	429184	8	7687.27	93077504
51943	440384	8	7692.72	93077504
52003	456000	8	7702.00	93077504
52063	467776	8	7712.40	93077504
52123	464576	8	7722.13	93077504
52183	467520	8	7731.92	93077504
52243	481696	8	7740.89	93077504
52303	444496	8	7750.55	93077504
52363	447920	8	7759.78	93077504
52423	447568	8	7768.68	93077504
52484	455968	8	7777.21	93077504
52544	463344	8	7787.24	93077504
52604	453952	8	7795.73	93077504
52664	461536	8	7805.74	93077504
52724	466432	8	7816.47	93077504
52784	470240	8	7826.58	93077504
52844	470368	8	7834.71	93077504
52904	470736	8	7844.72	93077504
52964	470976	8	7854.77	93077504
53024	471120	8	7863.95	93077504
53084	470096	8	7873.60	93077504
53144	464112	8	7881.37	93077504
53204	465520	8	7890.25	93077504
53264	373040	8	7898.17	93077504
53324	394016	8	7905.76	93077504
53384	397840	8	7911.78	93077504
53444	389344	8	7918.65	93077504
53504	406352	8	7926.34	93077504
53564	419952	8	7935.06	93077504
53624	422112	8	7942.43	93077504
53685	425312	8	7950.06	93077504
53745	409856	8	7954.99	93077504
53805	422080	8	7962.11	93077504
53865	425984	8	7968.90	93077504
53925	431696	8	7975.46	93077504
53985	450320	8	7983.77	93077504
54045	433520	8	7991.36	93077504
54105	425088	8	7998.35	93077504
54165	422720	8	8005.42	93077504
54225	438656	8	8013.89	93077504
54285	457472	8	8023.12	93077504
54345	456176	8	8031.87	93077504
54405	448256	8	8040.43	93077504
54465	415024	8	8048.26	93077504
54525	429632	8	8055.62	93077504
54585	445184	8	8062.45	93077504
54645	456384	8	8070.32	93077504
54705	466928	8	8076.48	93077504
54765	479920	8	8084.26	93077504
54825	466560	8	8092.65	93077504
54886	407232	8	8098.44	93077504
54946	414432	8	8106.82	93077504
55006	402320	8	8115.58	93077504
55066	408848	8	8125.27	93077504
55126	411072	8	8132.72	93077504
55186	426016	8	8141.77	93077504
55246	435680	8	8150.62	93077504
55306	452304	8	8159.72	93077504
55366	462896	8	8169.66	93077504
55426	468176	8	8179.51	93077504
55486	476912	8	8189.26	93077504
55546	481728	8	8199.25	93077504
55606	487440	8	8209.25	93077504
55666	484672	8	8218.41	93077504
55726	495264	8	8227.29	93077504
55786	488064	8	8236.29	93077504
55846	488320	8	8245.36	93077504
55906	448224	8	8254.35	93077504
55966	458768	8	8263.50	93077504
56027	459776	8	8273.34	93077504
56087	472320	8	8284.09	93077504
56147	475968	8	8294.68	93077504
56207	482112	8	8305.22	93077504
56267	482496	8	8315.36	93077504
56327	478528	8	8325.79	93077504
56387	483520	8	8336.02	93077504
56447	489840	8	8346.94	93077504
56507	479088	8	8357.47	93077504
56567	483872	8	8368.22	93077504
56627	492240	8	8379.28	93077504
56687	491824	8	8390.39	93077504
56747	492880	8	8401.38	93077504
56807	501248	8	8411.29	93077504
56867	418832	8	8419.42	93077504
56927	415760	8	8428.17	93077504
56987	426544	8	8437.62	93077504
57047	428688	8	8443.91	93077504
57108	441568	8	8449.66	93077504
57168	414896	8	8458.50	93077504
57228	418432	8	8468.53	93077504
57288	421440	8	8478.46	93077504
57348	425648	8	8488.50	93077504
57408	423024	8	8498.45	93077504
57468	420272	8	8507.06	93077504
57528	425952	8	8516.93	93077504
57588	430320	8	8526.12	93077504
57648	427552	8	8533.84	93077504
57708	444976	8	8544.71	93077504
57768	455392	8	8556.30	93077504
57828	462176	8	8567.65	93077504
57888	470800	8	8579.08	93077504
57948	476912	8	8590.91	93077504
58008	476448	8	8602.24	93077504
58068	483952	8	8614.04	93077504
58128	489600	8	8625.66	93077504
58188	491296	8	8637.21	93077504
58249	489440	8	8648.63	93077504
58309	492976	8	8660.02	93077504
58369	485792	8	8671.12	93077504
58429	491440	8	8682.09	93077504
58489	495536	8	8693.17	93077504
58549	515728	8	8704.16	93077504
58609	540320	8	8715.05	93077504
58669	548480	8	8726.85	93077504
58729	551072	8	8738.41	93077504
58789	567680	8	8749.81	93077504
58849	571824	8	8761.32	93077504
58909	576464	8	8773.02	93077504
58969	578288	8	8784.78	93077504
59029	562464	8	8796.45	93077504
59089	565824	8	8808.31	93077504
59149	573568	8	8820.28	93077504
59209	579232	8	8832.02	93077504
59270	579360	8	8843.97	93077504
59330	578832	8	8855.83	93077504
59390	431520	8	8866.37	93077504
59450	449952	8	8877.17	93077504
59510	459744	8	8888.00	93077504
59570	467584	8	8899.20	93077504
59630	457568	8	8910.09	93077504
59690	474064	8	8920.81	93077504
59750	485408	8	8931.77	93077504
59810	490288	8	8942.68	93077504
59870	491664	8	8953.62	93077504
59930	495024	8	8964.60	93077504
59990	499616	8	8975.32	93077504
60050	507728	8	8986.08	93077504
60110	509792	8	8997.00	93077504
60170	510464	8	9007.96	93077504
60230	510848	8	9019.08	93077504
60290	516960	8	9029.92	93077504
60350	519088	8	9040.84	93077504
60410	519136	8	9051.87	93077504
60471	518560	8	9062.90	93077504
60531	518336	8	9073.85	93077504
60591	520880	8	9084.91	93077504
60651	520016	8	9095.62	93077504
60711	518224	8	9106.41	93077504
60771	514048	8	9117.41	93077504
60831	515520	8	9128.38	93077504
60891	517952	8	9139.39	93077504
60951	517152	8	9150.16	93077504
61011	510688	8	9160.94	93077504
61071	510720	8	9171.82	93077504
61131	503520	8	9182.44	93077504
61191	506144	8	9191.49	93077504
61251	515664	8	9200.39	93077504
61311	508832	8	9210.31	93077504
61371	516784	8	9220.65	93077504
61431	516272	8	9230.16	93077504
61491	523760	8	9238.81	93077504
61552	552672	8	9247.69	93077504
61612	560928	8	9256.31	93077504
61672	565936	8	9267.56	93077504
61732	561472	8	9278.26	93077504
61792	572608	8	9289.51	93077504
61852	574560	8	9300.58	93077504
61912	580112	8	9311.47	109854720
61972	583024	8	9322.29	109854720
62032	585408	8	9333.10	109854720
62092	577008	8	9344.03	109854720
62152	585312	8	9354.99	109854720
62212	593184	8	9365.68	109854720
62272	593344	8	9376.68	109854720
62332	593616	8	9387.68	109854720
62392	593952	8	9398.49	109854720
62453	592720	8	9409.36	109854720
62513	581568	8	9420.22	109854720
62573	579136	8	9431.21	109854720
62633	572992	8	9441.85	109854720
62693	570352	8	9452.59	109854720
62753	570560	8	9463.17	109854720
62813	551200	8	9473.93	109854720
62873	550656	8	9484.97	109854720
62933	552096	8	9495.70	109854720
62993	533312	8	9506.56	109854720
63053	530976	8	9517.45	109854720
63113	531520	8	9528.34	109854720
63173	526944	8	9539.27	109854720
63233	528432	8	9549.91	109854720
63293	530704	8	9560.75	109854720
63353	527936	8	9571.46	109854720
63413	523648	8	9582.38	109854720
63473	513936	8	9593.16	109854720
63534	512464	8	9603.85	109854720
63594	507104	8	9614.73	109854720
63654	508096	8	9625.58	109854720
63714	506016	8	9636.30	109854720
63774	431040	8	9647.33	109854720
63834	447984	8	9658.72	109854720
63894	457776	8	9669.98	109854720
63954	469680	8	9681.20	109854720
64014	478176	8	9692.30	109854720
64074	481424	8	9703.79	109854720
64134	497424	8	9714.76	109854720
64194	513664	8	9725.87	109854720
64254	525792	8	9736.66	109854720
64314	530352	8	9747.23	109854720
64374	524128	8	9757.82	109854720
64434	519968	8	9768.61	109854720
64494	479552	8	9778.61	109854720
64555	451152	8	9788.46	109854720
64615	430672	8	9799.40	109854720
64675	433184	8	9809.66	109854720
64735	435984	8	9820.19	109854720
64795	437088	8	9829.66	109854720
64855	428080	8	9839.04	109854720
64915	431680	8	9849.21	109854720
64975	439264	8	9858.75	109854720
65035	437344	8	9868.02	109854720
65095	434464	8	9876.68	109854720
65155	436672	8	9884.60	109854720
65215	445328	8	9891.02	109854720
65275	462816	8	9900.49	109854720
65335	472560	8	9909.59	109854720
65395	482224	8	9919.65	109854720
65455	492672	8	9929.85	109854720
65515	474224	8	9940.44	109854720
65575	444816	8	9949.09	109854720
65635	441520	8	9957.69	109854720
65695	453408	8	9968.51	109854720
65756	464896	8	9979.12	109854720
65816	472352	8	9989.52	109854720
65876	459872	8	9999.85	109854720
65936	448736	8	10009.91	109854720
65996	436064	8	10019.25	109854720
66056	433072	8	10029.41	109854720
66116	445728	8	10038.40	109854720
66176	438144	8	10046.15	109854720
66236	438464	8	10053.57	109854720
66296	429008	8	10061.03	109854720
66356	451712	8	10067.67	109854720
66416	466624	8	10075.53	109854720
66476	491776	8	10083.98	109854720
66536	427600	8	10093.83	109854720
66596	439824	8	10102.42	109854720
66656	444832	8	10110.39	109854720
66716	460960	8	10119.99	109854720
66776	473744	8	10129.86	109854720
66836	446384	8	10138.06	109854720
66896	465584	8	10146.69	109854720
66956	453488	8	10153.92	109854720
67016	447808	8	10161.40	109854720
67077	454736	8	10170.09	109854720
67137	470272	8	10178.97	109854720
67197	477856	8	10189.72	109854720
67257	490000	8	10201.09	109854720
67317	504512	8	10212.14	109854720
67377	514992	8	10222.87	109854720
67437	518832	8	10233.70	109854720
67497	536480	8	10244.52	109854720
67557	542080	8	10256.14	109854720
67617	551728	8	10267.58	109854720
67677	558352	8	10279.00	109854720
67737	561120	8	10290.50	109854720
67797	540144	8	10301.62	109854720
67857	537888	8	10312.84	109854720
67917	532608	8	10324.26	109854720
67977	537584	8	10335.61	109854720
68037	547504	8	10346.90	109854720
68098	554592	8	10357.99	109854720
68158	554736	8	10369.00	109854720
68218	555040	8	10380.71	109854720
68278	555136	8	10392.03	109854720
68338	555200	8	10403.69	109854720
68398	554688	8	10415.18	109854720
68458	551840	8	10426.10	109854720
68518	552208	8	10437.73	109854720
68578	552592	8	10449.47	109854720
68638	552672	8	10460.92	109854720
68698	555344	8	10472.38	109854720
68758	552640	8	10484.10	109854720
68818	552880	8	10495.80	109854720
68878	553008	8	10507.48	109854720
68938	555856	8	10518.95	109854720
68998	556000	8	10530.25	109854720
69058	556064	8	10541.34	109854720
69118	556288	8	10552.41	109854720
69178	556288	8	10563.87	109854720
69239	556288	8	10575.32	109854720
69299	558320	8	10586.65	109854720
69359	560496	8	10598.17	109854720
69419	560496	8	10608.88	109854720
69479	560576	8	10620.50	109854720
69539	560672	8	10631.95	109854720
69599	560720	8	10643.50	109854720
69659	560752	8	10654.95	109854720
69719	560800	8	10665.98	109854720
69779	560800	8	10677.13	109854720
69839	560800	8	10689.07	109854720
69899	560800	8	10700.77	109854720
69959	560816	8	10712.46	109854720
70019	560800	8	10724.07	109854720
70079	560816	8	10735.66	109854720
70139	560832	8	10747.44	109854720
70200	560128	8	10759.32	109854720
70260	560160	8	10770.89	109854720
70320	540976	8	10781.86	109854720
70380	548288	8	10792.86	109854720
70440	556224	8	10804.13	109854720
70500	556416	8	10815.89	109854720
70560	557760	8	10827.70	109854720
70620	557872	8	10839.25	109854720
70680	557920	8	10850.31	109854720
70740	554736	8	10862.17	109854720
70800	555008	8	10873.93	109854720
70860	553760	8	10885.87	109854720
70920	550784	8	10897.32	109854720
70980	547696	8	10908.54	109854720
71040	546768	8	10920.09	109854720
71100	546800	8	10932.00	109854720
71160	546768	8	10944.22	109854720
71220	546832	8	10955.80	109854720
71280	546496	8	10967.59	109854720
71341	545584	8	10978.64	109854720
71401	545616	8	10990.42	109854720
71461	545680	8	11002.15	109854720
71521	545776	8	11013.87	109854720
71581	545776	8	11025.39	109854720
71641	548624	8	11036.82	109854720
71701	548736	8	11048.37	109854720
71761	548736	8	11060.07	109854720
71821	548784	8	11071.70	109854720
71881	548848	8	11083.08	109854720
71941	545392	8	11094.50	109854720
72001	546928	8	11105.71	109854720
72061	547200	8	11117.82	109854720
72121	547152	8	11129.59	109854720
72181	547248	8	11141.24	109854720
72241	548768	8	11153.09	109854720
72301	552160	8	11165.00	109854720
72361	551792	8	11177.20	109854720
72421	547808	8	11189.20	109854720
72482	547856	8	11201.27	109854720
72542	551344	8	11213.24	109854720
72602	550576	8	11224.63	109854720
72662	550672	8	11236.65	109854720
72722	550048	8	11248.83	109854720
72782	550224	8	11260.97	109854720
72842	550304	8	11273.22	109854720
72902	559248	8	11285.04	109854720
72962	559392	8	11296.76	109854720
73022	559312	8	11308.92	109854720
73082	556320	8	11321.33	109854720
73142	556400	8	11333.54	109854720
73202	547712	8	11345.22	109862912
73262	553632	8	11356.63	109953024
73322	575792	8	11367.80	110043136
73382	570144	8	11379.48	110133248
73442	573008	8	11392.16	110223360
73503	579360	8	11404.19	110313472
73563	584544	8	11416.31	110403584
73623	588912	8	11427.76	110493696
73683	591968	8	11439.77	110583808
73743	593008	8	11451.80	110673920
73803	593424	8	11463.80	110764032
73863	597168	8	11475.82	110854144
73923	597200	8	11487.03	110944256
73983	598160	8	11499.23	111030272
74043	598272	8	11511.51	111124480
74103	598304	8	11523.97	111214592
74163	598416	8	11536.08	111304704
74223	596688	8	11547.77	111394816
74283	596944	8	11559.51	111484928
74343	596960	8	11571.78	111570944
74403	597344	8	11584.17	111665152
74463	597424	8	11596.44	111755264
74523	597168	8	11608.40	111841280
74583	597968	8	11620.22	111931392
74643	598016	8	11632.35	112021504
74704	598112	8	11644.67	112111616
74764	598144	8	11656.90	112201728
74824	600272	8	11668.77	112291840
74884	600176	8	11680.00	112381952
74944	600160	8	11692.00	112472064
75004	600336	8	11704.18	112562176
75064	600448	8	11716.35	112652288
75124	600544	8	11728.35	112738304
75184	600384	8	11739.73	112828416
75244	602144	8	11751.82	112918528
75304	603136	8	11764.33	113008640
75364	603072	8	11776.84	113098752
75424	603104	8	11788.86	113188864
75484	577968	8	11800.93	113278976
75544	577360	8	11812.26	113369088
75604	583104	8	11824.05	113459200
75664	588208	8	11836.44	113549312
75725	592496	8	11848.51	113639424
75785	591136	8	11860.52	130416640
75845	571072	8	11872.50	130416640
75905	534688	8	11884.81	130416640
75965	534960	8	11896.75	130416640
76025	539072	8	11908.71	130416640
76085	540832	8	11920.51	130416640
76145	553936	8	11932.69	130416640
76205	545776	8	11945.06	130416640
76265	556848	8	11956.88	130416640
76325	528496	8	11969.04	130416640
76385	532816	8	11981.35	130416640
76445	539104	8	11992.83	130416640
76505	549168	8	12004.72	130416640
76565	555200	8	12016.76	130416640
76625	553344	8	12028.82	130416640
76685	551168	8	12040.71	130416640
76746	561696	8	12052.37	130416640
76806	564448	8	12064.15	130416640
76866	565728	8	12076.08	130416640
76926	566032	8	12087.85	130416640
76986	566128	8	12099.81	130416640
77046	556096	8	12111.40	130416640
77106	559808	8	12123.25	130416640
77166	560480	8	12135.07	130416640
77226	562192	8	12146.82	130416640
77286	556480	8	12158.57	130416640
77346	556160	8	12170.21	130416640
77406	550544	8	12181.58	130416640
77466	559216	8	12193.00	130416640
77526	542224	8	12204.68	130416640
77586	524256	8	12216.50	130416640
77646	527008	8	12228.06	130416640
77706	459024	8	12239.08	130416640
77766	469840	8	12249.23	130416640
77827	484416	8	12259.29	130416640
77887	487504	8	12269.98	130416640
77947	485904	8	12280.25	130416640
78007	504576	8	12290.60	130416640
78067	524176	8	12300.97	130416640
78127	547632	8	12311.12	130416640
78187	579840	8	12321.40	130416640
78247	557472	8	12331.65	130416640
78307	571744	8	12341.97	130416640
78367	572512	8	12352.29	130416640
78427	582144	8	12362.35	130416640
78487	598512	8	12372.62	130416640
78547	582224	8	12382.81	130416640
78607	576816	8	12393.07	130416640
78667	582800	8	12403.36	130416640
78727	570576	8	12413.95	130416640
78787	591664	8	12425.62	130416640
78848	605424	8	12437.62	130416640
78908	627776	8	12449.56	130416640
78968	646032	8	12461.07	130416640
79028	668192	8	12472.67	130416640
79088	692368	8	12484.19	130416640
79148	639648	8	12495.78	130416640
79208	605840	8	12507.07	130416640
79268	638736	8	12520.09	130416640
79328	648016	8	12531.97	130416640
79388	568912	8	12543.88	130416640
79448	504560	8	12556.24	130416640
79508	504960	8	12568.14	130416640
79568	511920	8	12579.93	130416640
79628	516736	8	12591.67	130416640
79688	514160	8	12603.43	130416640
79748	491376	8	12615.46	130416640
79808	512752	8	12627.34	130416640
79868	508416	8	12639.19	130416640
79929	515968	8	12651.14	130416640
79989	522736	8	12663.00	130416640
80049	527904	8	12675.01	130416640
80109	535376	8	12686.78	130416640
80169	535088	8	12698.52	130416640
80229	541088	8	12710.88	130416640
80289	544320	8	12723.13	130416640
80349	545984	8	12735.10	130416640
80409	545568	8	12746.98	130416640
80469	558928	8	12758.08	130416640
80529	567200	8	12769.96	130416640
80589	567360	8	12782.12	130416640
80649	567376	8	12794.28	130416640
80709	567120	8	12806.65	130416640
80769	570720	8	12818.60	130416640
80829	570816	8	12830.66	130416640
80889	570832	8	12843.11	130416640
80950	570832	8	12855.27	130416640
81010	570832	8	12867.67	130416640
81070	571008	8	12880.14	130416640
81130	569584	8	12891.70	130416640
81190	572736	8	12903.35	130416640
81250	572688	8	12915.24	130416640
81310	583600	8	12927.03	130416640
81370	583824	8	12939.40	130416640
81430	583888	8	12951.63	130416640
81490	583904	8	12963.68	130416640
81550	583920	8	12975.99	130416640
81610	584528	8	12987.53	130416640
81670	584608	8	12999.70	130416640
81730	584688	8	13011.89	130416640
81790	584720	8	13024.26	130416640
81850	584720	8	13036.54	130416640
81910	587952	8	13048.36	130416640
81971	588176	8	13060.47	130416640
82031	588432	8	13072.96	130416640
82091	588544	8	13085.26	130416640
82151	588560	8	13097.71	130416640
82211	588608	8	13109.64	130416640
82271	575312	8	13120.84	130416640
82331	575216	8	13132.26	130416640
82391	584192	8	13143.51	130416640
82451	609968	8	13155.23	130416640
82511	595072	8	13166.69	130416640
82571	609296	8	13178.27	130416640
82631	615248	8	13191.51	130416640
82691	616240	8	13203.89	130416640
82751	632784	8	13215.87	130416640
82811	639664	8	13227.79	130416640
82871	642096	8	13240.24	130416640
82931	651936	8	13252.61	130416640
82992	664208	8	13265.01	130416640
83052	664432	8	13277.40	130416640
83112	669312	8	13289.82	130416640
83172	673424	8	13301.89	130416640
83232	678560	8	13314.31	130416640
83292	673456	8	13326.84	130416640
83352	686528	8	13339.37	130416640
83412	688656	8	13351.71	130416640
83472	689024	8	13364.11	130416640
83532	674512	8	13376.45	130416640
83592	675648	8	13388.78	130416640
83652	676032	8	13401.12	130416640
83712	674752	8	13413.56	130416640
83772	674800	8	13426.23	130416640
83832	466896	8	13435.82	130416640
83892	483312	8	13445.56	130416640
83952	457152	8	13454.67	130416640
84012	469200	8	13464.01	130416640
84073	473840	8	13471.93	130416640
84133	485808	8	13479.77	130416640
84193	488992	8	13487.65	130416640
84253	482832	8	13496.57	130416640
84313	478480	8	13507.78	130416640
84373	487872	8	13515.15	130416640
84433	474864	8	13523.77	130416640
84493	490928	8	13534.06	130416640
84553	499072	8	13544.42	130416640
84613	469872	8	13553.56	130416640
84673	485040	8	13564.15	130416640
84733	494080	8	13574.74	130416640
84793	498128	8	13585.04	130416640
84853	508352	8	13596.96	130416640
84913	515776	8	13609.10	130416640
84973	520352	8	13620.85	130416640
85033	528400	8	13632.61	130416640
85093	532640	8	13644.37	130416640
85153	539328	8	13656.52	130416640
85214	546736	8	13668.72	130416640
85274	547248	8	13680.63	130416640
85334	548496	8	13692.73	130416640
85394	551968	8	13704.52	130416640
85454	552784	8	13716.80	130416640
85514	552816	8	13729.12	130416640
85574	552880	8	13741.31	130416640
85634	552896	8	13753.88	130416640
85694	553584	8	13765.96	130416640
85754	554608	8	13778.03	130416640
85814	555072	8	13790.45	130416640
85874	555344	8	13802.72	130416640
85934	556352	8	13814.99	130416640
85994	556368	8	13827.25	130416640
86054	556384	8	13839.33	130416640
86114	556672	8	13851.76	130416640
86174	556672	8	13863.84	130416640
86234	557280	8	13876.08	130416640
86295	553584	8	13887.71	130416640
86355	489568	8	13898.62	130416640
